Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,country
JL Carter,2015-2015,5,4,1,113,50*,37.66,160,70.62,0,1,0,13,1,WestIndies
S Chanderpaul,1996-2011,31,28,4,970,102*,40.41,1561,62.13,1,7,0,82,13,WestIndies
J Charles,2015-2015,2,2,0,58,55,29.00,46,126.08,0,1,0,9,2,WestIndies
PT Collins,2003-2003,3,1,1,1,1*,-,1,100.00,0,0,0,0,0,WestIndies
CD Collymore,2003-2007,8,6,4,22,12*,11.00,23,95.65,0,0,1,0,2,WestIndies
SS Cottrell,2019-2019,9,5,1,33,15,8.25,47,70.21,0,0,1,3,1,WestIndies
CEH Croft,1979-1979,4,1,1,0,0*,-,2,0.00,0,0,0,0,0,WestIndies
CE Cuffy,1996-1996,1,1,0,1,1,1.00,8,12.50,0,0,0,0,0,WestIndies
AC Cummins,1992-1992,6,2,1,11,6,11.00,34,32.35,0,0,0,0,0,WestIndies
WW Daniel,1983-1983,3,1,1,16,16*,-,12,133.33,0,0,0,2,0,WestIndies
WW Davis,1983-1983,5,1,1,0,0*,-,2,0.00,0,0,0,0,0,WestIndies
M Dillon,1999-2003,10,5,0,28,10,5.60,51,54.90,0,0,1,1,1,WestIndies
VC Drakes,2003-2003,6,4,2,42,25,21.00,70,60.00,0,0,1,2,0,WestIndies
PJL Dujon,1983-1987,14,9,1,112,46,14.00,239,46.86,0,0,0,3+,1+,WestIndies
KA Edwards,2011-2011,1,1,0,17,17,17.00,17,100.00,0,0,0,1,1,WestIndies
RC Fredericks,1975-1975,5,5,0,116,58,23.20,181,64.08,0,1,0,11,0,WestIndies
ST Gabriel,2019-2019,3,2,1,3,3*,3.00,10,30.00,0,0,1,0,0,WestIndies
J Garner,1979-1983,8,5,3,52,37,26.00,79,65.82,0,0,1,0+,1+,WestIndies
CH Gayle,2003-2019,35,34,1,1186,215,35.93,1310,90.53,2,6,2,116,49,WestIndies
LR Gibbs,1975-1975,1,-,-,-,-,-,-,-,-,-,-,-,-,WestIndies
OD Gibson,1996-1996,3,2,0,7,6,3.50,7,100.00,0,0,0,1,0,WestIndies
HA Gomes,1983-1983,8,7,3,258,78,64.50,461,55.96,0,3,0,13+,0+,WestIndies
CG Greenidge,1975-1983,15,15,2,591,106*,45.46,999,59.15,2,4,0,44+,5+,WestIndies
RA Harper,1987-1996,14,13,2,118,24,10.72,155,76.12,0,0,1,11,2,WestIndies
DL Haynes,1979-1992,25,25,2,854,105,37.13,1485,57.50,1,3,0,67+,4+,WestIndies
SO Hetmyer,2019-2019,9,8,1,257,54,36.71,253,101.58,0,2,0,25,6,WestIndies
WW Hinds,2003-2003,6,6,0,108,64,18.00,134,80.59,0,1,1,16,3,WestIndies
JO Holder,2015-2019,16,11,1,325,57,32.50,294,110.54,0,3,1,28,17,WestIndies
RIC Holder,1996-1996,2,2,0,5,5,2.50,12,41.66,0,0,1,0,0,WestIndies
VA Holder,1975-1975,5,2,1,22,16,22.00,30,73.33,0,0,0,2,0,WestIndies
MA Holding,1979-1983,11,5,0,36,20,7.20,59,61.01,0,0,1,2+,0+,WestIndies
CL Hooper,1987-2003,20,18,4,261,63,18.64,369,70.73,0,1,2,16,2,WestIndies
SD Hope,2019-2019,9,8,0,274,96,34.25,389,70.43,0,3,0,21,3,WestIndies
RD Jacobs,1999-2003,11,8,4,270,80*,67.50,500,54.00,0,3,1,21,4,WestIndies
BD Julien,1975-1975,5,3,2,48,26*,48.00,82,58.53,0,0,0,4,0,WestIndies
AI Kallicharran,1975-1979,9,8,1,251,78,35.85,354,70.90,0,2,0,28,2,WestIndies
RB Kanhai,1975-1975,5,4,2,109,55,54.50,198,55.05,0,1,0,14,0,WestIndies
CL King,1979-1979,4,3,0,132,86,44.00,109,121.10,0,1,0,13+,3+,WestIndies
RD King,1999-1999,4,1,0,1,1,1.00,30,3.33,0,0,0,0,0,WestIndies
BC Lara,1992-2007,34,33,4,1225,116,42.24,1420,86.26,2,7,1,124+,17+,WestIndies
JJC Lawson,2003-2003,1,-,-,-,-,-,-,-,-,-,-,-,-,WestIndies
E Lewis,2019-2019,5,5,0,131,70,26.20,161,81.36,0,2,1,12,4,WestIndies
CH Lloyd,1975-1983,17,11,2,393,102,43.66,463,84.88,1,2,0,34+,3+,WestIndies
AL Logie,1983-1992,15,13,2,282,65*,25.63,307,91.85,0,2,1,23,3,WestIndies
NAM McLean,2003-2003,1,1,0,5,5,5.00,7,71.42,0,0,0,0,0,WestIndies
MD Marshall,1983-1992,11,7,0,40,18,5.71,105,38.09,0,0,0,1+,0,WestIndies
NO Miller,2011-2015,4,2,2,16,11*,-,13,123.07,0,0,0,2,0,WestIndies
DL Murray,1975-1979,9,5,2,122,61*,40.66,166,73.49,0,1,0,10+,2+,WestIndies
AR Nurse,2019-2019,4,2,1,20,19*,20.00,26,76.92,0,0,0,4,0,WestIndies
BP Patterson,1987-1992,7,2,2,4,4*,-,12,33.33,0,0,0,0,0,WestIndies
KA Pollard,2007-2011,8,7,0,190,94,27.14,137,138.68,0,2,1,15,11,WestIndies
N Pooran,2019-2019,9,8,1,367,118,52.42,366,100.27,1,2,0,33,10,WestIndies
DBL Powell,2007-2007,9,6,2,56,48*,14.00,52,107.69,0,0,2,2,3,WestIndies
RL Powell,1999-2003,7,6,1,117,50,23.40,90,130.00,0,1,0,10,6,WestIndies
D Ramdin,2007-2015,16,12,2,191,52,19.10,245,77.95,0,2,2,20,0,WestIndies
R Rampaul,2011-2011,2,2,0,1,1,0.50,9,11.11,0,0,1,0,0,WestIndies
IVA Richards,1975-1987,23,21,5,1013,181,63.31,1191,85.05,3,5,0,84+,22+,WestIndies
RB Richardson,1987-1996,20,20,3,639,110,37.58,1016,62.89,1,4,1,52,6,WestIndies
KAJ Roach,2011-2019,13,7,3,47,16,11.75,106,44.33,0,0,1,5,1,WestIndies
AME Roberts,1975-1983,16,8,3,85,37*,17.00,157,54.14,0,0,1,3+,0+,WestIndies
AD Russell,2011-2019,14,12,2,192,49,19.20,143,134.26,0,0,3,12,15,WestIndies
DJG Sammy,2011-2015,14,11,0,231,89,21.00,226,102.21,0,1,1,21,9,WestIndies
MN Samuels,2003-2015,16,16,2,460,133*,32.85,600,76.66,1,2,1,42,12,WestIndies
RR Sarwan,2003-2011,21,20,4,739,92,46.18,974,75.87,0,3,0,71,10,WestIndies
LMP Simmons,2007-2015,8,6,1,187,102,37.40,197,94.92,1,1,1,16,8,WestIndies
PV Simmons,1987-1999,13,11,0,336,110,30.54,450,74.66,1,2,1,39,3,WestIndies
DR Smith,2007-2015,12,10,0,142,32,14.20,146,97.26,0,0,2,16,6,WestIndies
DS Smith,2007-2011,10,10,0,399,107,39.90,536,74.44,1,3,0,42,2,WestIndies
JE Taylor,2007-2015,14,7,1,74,15*,12.33,89,83.14,0,0,0,9,0,WestIndies
DC Thomas,2011-2011,7,6,0,41,15,6.83,76,53.94,0,0,1,3,0,WestIndies
O Thomas,2019-2019,9,6,4,13,6*,6.50,47,27.65,0,0,0,1,0,WestIndies
CA Walsh,1987-1999,17,8,3,37,9*,7.40,49,75.51,0,0,1,6,0,WestIndies
D Williams,1992-1992,8,6,2,52,32*,13.00,70,74.28,0,0,1,6,0,WestIndies
SC Williams,1999-1999,4,3,1,17,14*,8.50,35,48.57,0,0,1,1,0,WestIndies
KJ Arnott,1987-1992,9,8,1,206,60,29.42,416,49.51,0,3,0,11,1,Zimbabwe
AM Blignaut,2003-2003,7,6,0,123,58,20.50,89,138.20,0,2,0,15,2,Zimbabwe
EA Brandes,1987-1999,16,12,4,120,23,15.00,163,73.61,0,0,1,8,4,Zimbabwe
GB Brent,2007-2007,2,2,0,12,9,6.00,21,57.14,0,0,0,0,1,Zimbabwe
RD Brown,1983-1987,7,7,0,110,38,15.71,334,32.93,0,0,0,8,0,Zimbabwe
MG Burmester,1992-1992,4,3,1,17,12,8.50,37,45.94,0,0,0,0,0,Zimbabwe
IP Butchart,1983-1992,17,14,2,240,54,20.00,361,66.48,0,1,2,17,1,Zimbabwe
ADR Campbell,1992-2003,19,18,1,281,75,16.52,528,53.21,0,1,3,31,0,Zimbabwe
SV Carlisle,1999-1999,6,5,1,62,27,15.50,106,58.49,0,0,0,4,1,Zimbabwe
RW Chakabva,2011-2015,9,9,0,114,35,12.66,205,55.60,0,0,2,9,0,Zimbabwe
TL Chatara,2015-2015,6,5,2,23,16,7.66,35,65.71,0,0,1,2,0,Zimbabwe
CJ Chibhabha,2007-2015,7,7,0,125,64,17.85,217,57.60,0,1,0,19,0,Zimbabwe
E Chigumbura,2007-2015,13,13,3,235,38,23.50,261,90.03,0,0,0,20,8,Zimbabwe
CK Coventry,2011-2011,3,3,0,18,14,6.00,36,50.00,0,0,1,1,1,Zimbabwe
AG Cremer,2011-2011,6,5,2,99,37,33.00,144,68.75,0,0,0,8,0,Zimbabwe
KM Curran,1983-1987,11,11,0,287,73,26.09,430,66.74,0,2,1,21,4,Zimbabwe
SG Davies,1996-1996,1,1,0,9,9,9.00,35,25.71,0,0,0,0,0,Zimbabwe
KG Duers,1992-1992,6,2,1,7,5,7.00,20,35.00,0,0,0,0,0,Zimbabwe
T Duffin,2007-2007,1,1,0,12,12,12.00,22,54.54,0,0,0,2,0,Zimbabwe
DD Ebrahim,2003-2003,7,5,0,79,32,15.80,123,64.22,0,0,1,5,0,Zimbabwe
CR Ervine,2011-2015,12,12,0,390,85,32.50,449,86.85,0,4,1,36,8,Zimbabwe
SM Ervine,2003-2003,3,2,1,43,31*,43.00,33,130.30,0,0,0,5,1,Zimbabwe
CN Evans,1996-1996,6,5,2,92,39*,30.66,112,82.14,0,0,0,11,1,Zimbabwe
DAG Fletcher,1983-1983,6,6,2,191,71*,47.75,289,66.08,0,2,0,14,0,Zimbabwe
A Flower,1992-2003,30,29,4,815,115*,32.60,1195,68.20,1,4,2,63,3,Zimbabwe
GW Flower,1996-2003,21,20,2,512,78*,28.44,895,57.20,0,1,0,44+,2+,Zimbabwe
TJ Friend,2003-2003,1,1,0,21,21,21.00,20,105.00,0,0,0,4,0,Zimbabwe
MW Goodwin,1999-1999,8,8,0,201,57,25.12,315,63.80,0,1,0,25,0,Zimbabwe
JG Heron,1983-1983,6,6,0,50,18,8.33,163,30.67,0,0,1,3,0,Zimbabwe
VR Hogg,1983-1983,2,1,1,7,7*,-,19,36.84,0,0,0,0,0,Zimbabwe
DT Hondo,2003-2003,8,4,2,3,2,1.50,26,11.53,0,0,1,0,0,Zimbabwe
DL Houghton,1983-1992,20,19,0,567,142,29.84,900,63.00,1,4,3,47,8,Zimbabwe
AG Huckle,1999-1999,3,2,0,0,0,0.00,2,0.00,0,0,2,0,0,Zimbabwe
AJ Ireland,2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
WR James,1992-1992,4,3,0,35,17,11.66,79,44.30,0,0,0,4,0,Zimbabwe
MP Jarvis,1987-1992,10,5,3,37,17,18.50,67,55.22,0,0,0,2,1,Zimbabwe
NC Johnson,1999-1999,8,8,1,367,132*,52.42,496,73.99,1,3,0,43,4,Zimbabwe
TP Kamungozi,2015-2015,3,2,2,6,6*,-,9,66.66,0,0,0,1,0,Zimbabwe
F Kasteni,2007-2007,2,2,0,9,9,4.50,24,37.50,0,0,1,0,0,Zimbabwe
GA Lamb,2011-2011,5,5,1,62,18,15.50,86,72.09,0,0,1,4,1,Zimbabwe
ACI Lock,1996-1996,6,3,2,8,5,8.00,20,40.00,0,0,0,1,0,Zimbabwe
DA Marillier,2003-2003,5,4,0,41,21,10.25,56,73.21,0,0,1,4,0,Zimbabwe
H Masakadza,2015-2015,6,6,0,122,80,20.33,161,75.77,0,1,0,12,2,Zimbabwe
SW Masakadza,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,Zimbabwe
S Matsikenyeri,2003-2015,5,5,2,127,73*,42.33,154,82.46,0,1,0,16,1,Zimbabwe
M Mbangwa,1999-1999,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,Zimbabwe
MA Meman,1987-1987,1,1,0,19,19,19.00,22,86.36,0,0,0,2,0,Zimbabwe
SF Mire,2015-2015,5,5,0,64,27,12.80,104,61.53,0,0,0,4,2,Zimbabwe
CB Mpofu,2007-2011,7,5,1,7,3*,1.75,31,22.58,0,0,1,0,0,Zimbabwe
T Mupariwa,2007-2015,5,4,1,19,18,6.33,14,135.71,0,0,2,2,1,Zimbabwe
BA Murphy,2003-2003,5,2,0,3,2,1.50,11,27.27,0,0,0,0,0,Zimbabwe
HK Olonga,1999-2003,9,6,4,16,5*,8.00,61,26.22,0,0,0,1,0,Zimbabwe
AH Omarshah,1983-1992,16,16,1,266,60*,17.73,585,45.47,0,1,2,19,0,Zimbabwe
T Panyangara,2011-2015,8,7,1,33,10,5.50,64,51.56,0,0,1,3,0,Zimbabwe
GA Paterson,1983-1987,10,10,0,123,27,12.30,327,37.61,0,0,1,11,0,Zimbabwe
SG Peall,1996-1996,5,2,0,9,9,4.50,18,50.00,0,0,1,2,0,Zimbabwe
GE Peckover,1983-1983,3,3,1,33,16*,16.50,54,61.11,0,0,0,3,0,Zimbabwe
RW Price,2011-2011,6,4,2,37,11,18.50,59,62.71,0,0,0,4,0,Zimbabwe
AJ Pycroft,1983-1992,20,19,2,295,61,17.35,560,52.67,0,2,2,13,1,Zimbabwe
EC Rainsford,2007-2007,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0,Zimbabwe
PWE Rawson,1983-1987,10,8,3,80,24*,16.00,123,65.04,0,0,1,5,1,Zimbabwe
V Sibanda,2007-2011,5,5,0,134,67,26.80,163,82.20,0,2,1,17,1,Zimbabwe
Sikandar Raza,2015-2015,6,6,0,125,46,20.83,126,99.20,0,0,0,15,4,Zimbabwe
BC Strang,1996-1996,4,2,0,3,3,1.50,15,20.00,0,0,1,0,0,Zimbabwe
PA Strang,1996-1999,12,9,3,109,29,18.16,166,65.66,0,0,1,9,2,Zimbabwe
HH Streak,1996-2003,22,18,7,328,72*,29.81,447,73.37,0,1,1,24,4,Zimbabwe
T Taibu,2003-2011,14,12,2,306,98,30.60,443,69.07,0,3,0,24,1,Zimbabwe
BRM Taylor,2007-2015,15,15,0,690,138,46.00,778,88.68,2,3,1,68,14,Zimbabwe
AJ Traicos,1983-1992,20,12,5,70,19,10.00,136,51.47,0,0,1,3,0,Zimbabwe
P Utseya,2007-2011,9,8,2,128,36,21.33,196,65.30,0,0,0,9,1,Zimbabwe
MA Vermeulen,2003-2003,3,3,0,66,39,22.00,133,49.62,0,0,1,11,0,Zimbabwe
DP Viljoen,1999-1999,1,1,0,5,5,5.00,13,38.46,0,0,0,0,0,Zimbabwe
AC Waller,1987-1996,20,20,3,479,83*,28.17,664,72.13,0,2,1,45,7,Zimbabwe
AR Whittall,1999-1999,4,1,0,3,3,3.00,6,50.00,0,0,0,0,0,Zimbabwe
GJ Whittall,1996-2003,20,18,1,246,35,14.47,497,49.49,0,0,2,19+,3+,Zimbabwe
SC Williams,2007-2015,11,11,2,492,96,54.66,486,101.23,0,5,0,42,8,Zimbabwe
CB Wishart,2003-2003,8,7,1,293,172*,48.83,343,85.42,1,0,0,33,3,Zimbabwe
A Bagai,2003-2011,15,15,2,343,84,26.38,556,61.69,0,2,1,38,0,Canada
HS Baidwan,2011-2011,6,5,2,54,17,18.00,79,68.35,0,0,1,6,0,Canada
S Baksh,1979-1979,1,1,0,0,0,0.00,6,0.00,0,0,1,0,0,Canada
WD Balaji Rao,2011-2011,6,5,0,22,9,4.40,41,53.65,0,0,0,2,0,Canada
GEF Barnett,2007-2007,3,3,0,88,41,29.33,129,68.21,0,0,0,15,0,Canada
U Bhatti,2007-2007,3,2,0,11,10,5.50,30,36.66,0,0,0,1,0,Canada
IS Billcliff,2003-2007,9,9,0,251,71,27.88,413,60.77,0,2,0,24,3,Canada
RG Callender,1979-1979,2,2,0,0,0,0.00,5,0.00,0,0,2,0,0,Canada
CJD Chappell,1979-1979,3,3,0,38,19,12.66,143,26.57,0,0,0,2,0,Canada
DR Chumney,2003-2007,6,6,1,95,28,19.00,162,58.64,0,0,0,8,3,Canada
A Codrington,2003-2003,5,5,0,28,16,5.60,65,43.07,0,0,2,2,0,Canada
GR Codrington,2007-2007,1,1,1,7,7*,-,8,87.50,0,0,0,1,0,Canada
AC Cummins,2007-2007,3,2,1,10,9*,10.00,11,90.90,0,0,0,1,0,Canada
JM Davison,2003-2011,14,14,1,340,111,26.15,308,110.38,1,2,3,41,13,Canada
NA de Groot,2003-2003,6,6,0,44,17,7.33,127,34.64,0,0,3,6,0,Canada
FA Dennis,1979-1979,3,3,0,47,25,15.66,171,27.48,0,0,0,4,0,Canada
PA Desai,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,Canada
S Dhaniram,2007-2007,3,3,2,81,34*,81.00,87,93.10,0,0,0,7,2,Canada
TG Gordon,2011-2011,4,4,0,23,9,5.75,53,43.39,0,0,0,2,0,Canada
R Gunasekera,2011-2011,5,5,0,53,24,10.60,124,42.74,0,0,0,5,0,Canada
AS Hansra,2011-2011,6,6,1,215,70*,43.00,373,57.64,0,2,0,16,5,Canada
JV Harris,2003-2003,6,6,0,91,31,15.16,204,44.60,0,0,0,9,1,Canada
CC Henry,1979-1979,2,2,1,6,5,6.00,14,42.85,0,0,0,1,0,Canada
N Ifill,2003-2003,3,2,0,16,9,8.00,43,37.20,0,0,0,2,0,Canada
D Joseph,2003-2003,4,3,3,13,9*,-,24,54.16,0,0,0,1,0,Canada
Khurram Chohan,2011-2011,4,4,1,39,22,13.00,66,59.09,0,0,0,4,1,Canada
NR Kumar,2011-2011,3,3,0,10,7,3.33,41,24.39,0,0,0,0,0,Canada
I Maraj,2003-2003,6,6,1,98,53*,19.60,264,37.12,0,1,2,12,0,Canada
CA Marshall,1979-1979,2,2,0,10,8,5.00,41,24.39,0,0,0,0,0,Canada
BM Mauricette,1979-1979,3,3,0,20,15,6.66,68,29.41,0,0,1,0,1,Canada
AA Mulla,2007-2007,3,3,0,83,58,27.66,101,82.17,0,1,1,7,2,Canada
H Osinde,2007-2011,7,6,2,7,4,1.75,19,36.84,0,0,2,0,0,Canada
A Patel,2003-2003,2,1,0,25,25,25.00,29,86.20,0,0,0,3,0,Canada
H Patel,2011-2011,2,2,0,85,54,42.50,80,106.25,0,1,0,10,4,Canada
JM Patel,1979-1979,3,3,0,3,2,1.00,23,13.04,0,0,1,0,0,Canada
Qaiser Ali,2007-2007,1,1,0,6,6,6.00,16,37.50,0,0,0,1,0,Canada
Rizwan Cheema,2011-2011,6,6,0,76,37,12.66,72,105.55,0,0,0,9,4,Canada
AM Samad,2003-2007,4,4,0,72,36,18.00,133,54.13,0,0,0,7,1,Canada
KT Sandher,2007-2007,1,1,0,2,2,2.00,6,33.33,0,0,0,0,0,Canada
AF Sattaur,2003-2003,3,3,0,20,13,6.66,60,33.33,0,0,1,0,1,Canada
GR Sealy,1979-1979,3,3,0,73,45,24.33,149,48.99,0,0,0,9,0,Canada
BB Seebaran,2003-2003,4,3,2,4,4*,4.00,13,30.76,0,0,1,0,0,Canada
MP Stead,1979-1979,2,2,0,10,10,5.00,45,22.22,0,0,1,1,0,Canada
ZE Surkari,2011-2011,6,6,0,104,34,17.33,231,45.02,0,0,0,7,0,Canada
Tariq Javed,1979-1979,3,3,0,15,8,5.00,77,19.48,0,0,0,1,0,Canada
S Thuraisingam,2003-2003,3,3,0,25,13,8.33,39,64.10,0,0,0,3,1,Canada
JN Valentine,1979-1979,3,2,2,3,3*,-,17,17.64,0,0,0,0,0,Canada
JCB Vaughan,1979-1979,3,3,0,30,29,10.00,55,54.54,0,0,1,4,0,Canada
K Whatham,2011-2011,1,1,0,18,18,18.00,41,43.90,0,0,0,2,0,Canada
