Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Ct,St,country
IS Sodhi,2019-2019,1,1,6.0,0,35,0,-,-,5.83,-,0,0,0,0,NewZealand
TG Southee,2011-2019,18,18,162.2,16,854,34,7/33,25.11,5.26,28.6,0,1,3,0,NewZealand
CM Spearman,1996-1996,6,-,-,-,-,-,-,-,-,-,-,-,1,0,NewZealand
LW Stott,1979-1979,1,1,12.0,1,48,3,3/48,16.00,4.00,24.0,0,0,1,0,NewZealand
SB Styris,2003-2011,26,21,120.2,3,552,17,4/43,32.47,4.58,42.4,1,0,13,0,NewZealand
LRPL Taylor,2007-2019,33,-,-,-,-,-,-,-,-,-,-,-,11,0,NewZealand
SA Thomson,1996-1996,5,5,42.3,2,197,5,3/20,39.40,4.63,51.0,0,0,3,0,NewZealand
GB Troup,1979-1979,3,3,32.0,3,104,4,2/36,26.00,3.25,48.0,0,0,0,0,NewZealand
DR Tuffey,2003-2007,3,3,21.0,1,117,1,1/41,117.00,5.57,126.0,0,0,0,0,NewZealand
GM Turner,1975-1983,14,-,-,-,-,-,-,-,-,-,-,-,2,0,NewZealand
RG Twose,1996-1999,15,3,13.0,0,77,0,-,-,5.92,-,0,0,5,0,NewZealand
DL Vettori,2003-2015,32,31,281.3,12,1168,36,4/18,32.44,4.14,46.9,2,0,9,0,NewZealand
L Vincent,2003-2007,7,-,-,-,-,-,-,-,-,-,-,-,2,0,NewZealand
KJ Wadsworth,1975-1975,4,-,-,-,-,-,-,-,-,-,-,-,3,1,NewZealand
W Watson,1987-1992,14,14,132.0,14,571,19,3/37,30.05,4.32,41.6,0,0,2,0,NewZealand
KS Williamson,2011-2019,23,6,22.0,0,106,2,1/25,53.00,4.81,66.0,0,0,9,0,NewZealand
LJ Woodcock,2011-2011,1,1,5.2,0,24,1,1/24,24.00,4.50,32.0,0,0,0,0,NewZealand
JG Wright,1979-1992,18,-,-,-,-,-,-,-,-,-,-,-,4,0,NewZealand
Aamer Sohail,1992-1996,16,13,86.0,3,384,8,2/26,48.00,4.46,64.5,0,0,4,0,Pakistan
Aaqib Javed,1992-1996,15,15,124.2,13,517,18,3/21,28.72,4.15,41.4,0,0,2,0,Pakistan
Abdul Qadir,1983-1987,13,13,135.4,8,506,24,5/44,21.08,3.72,33.9,2,1,3,0,Pakistan
Abdul Razzaq,1999-2011,22,21,140.0,11,592,19,3/25,31.15,4.22,44.2,0,0,3,0,Pakistan
Abdur Rehman,2011-2011,5,5,45.0,3,199,3,1/34,66.33,4.42,90.0,0,0,0,0,Pakistan
Ahmed Shehzad,2011-2015,12,-,-,-,-,-,-,-,-,-,-,-,5,0,Pakistan
Asad Shafiq,2011-2011,4,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan
Asif Ali,2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan
Asif Iqbal,1975-1979,5,5,59.0,5,215,10,4/56,21.50,3.64,35.4,1,0,5,0,Pakistan
Asif Masood,1975-1975,3,3,30.0,3,128,2,1/50,64.00,4.26,90.0,0,0,0,0,Pakistan
Ata-ur-Rehman,1996-1996,1,1,10.0,0,40,1,1/40,40.00,4.00,60.0,0,0,0,0,Pakistan
Azhar Mahmood,1999-2007,12,11,91.4,5,374,13,3/24,28.76,4.08,42.3,0,0,1,0,Pakistan
Babar Azam,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,5,0,Pakistan
Danish Kaneria,2007-2007,2,2,13.0,2,93,3,2/48,31.00,7.15,26.0,0,0,0,0,Pakistan
Ehsan Adil,2015-2015,2,2,12.0,0,62,2,1/31,31.00,5.16,36.0,0,0,0,0,Pakistan
Fakhar Zaman,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,3,0,Pakistan
Haris Sohail,2015-2019,11,5,21.0,0,133,3,2/62,44.33,6.33,42.0,0,0,6,0,Pakistan
Haroon Rasheed,1979-1979,4,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan
Hasan Ali,2019-2019,4,4,33.0,0,256,2,1/67,128.00,7.75,99.0,0,0,0,0,Pakistan
Iftikhar Anjum,2007-2007,3,2,20.0,3,73,5,3/44,14.60,3.65,24.0,0,0,0,0,Pakistan
Ijaz Ahmed,1987-1999,29,8,40.0,1,170,1,1/28,170.00,4.25,240.0,0,0,11,0,Pakistan
Ijaz Faqih,1983-1983,6,5,37.0,2,125,0,-,-,3.37,-,0,0,1,0,Pakistan
Imad Wasim,2019-2019,6,5,39.0,0,188,2,2/48,94.00,4.82,117.0,0,0,1,0,Pakistan
Imam-ul-Haq,2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,2,0,Pakistan
Imran Khan,1975-1992,28,19,169.3,18,655,34,4/37,19.26,3.86,29.9,2,0,6,0,Pakistan
Imran Nazir,2007-2007,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan
Inzamam-ul-Haq,1992-2007,35,-,-,-,-,-,-,-,-,-,-,-,16,0,Pakistan
Iqbal Sikander,1992-1992,4,4,35.0,2,147,3,1/30,49.00,4.20,70.0,0,0,0,0,Pakistan
Javed Miandad,1975-1996,33,3,22.0,2,73,4,2/22,18.25,3.31,33.0,0,0,10,1,Pakistan
Kamran Akmal,2007-2011,11,-,-,-,-,-,-,-,-,-,-,-,11,6,Pakistan
Majid Khan,1975-1979,7,4,47.0,8,117,7,3/27,16.71,2.48,40.2,0,0,1,0,Pakistan
Mansoor Akhtar,1983-1987,8,4,17.0,2,75,2,1/7,37.50,4.41,51.0,0,0,2,0,Pakistan
Manzoor Elahi,1987-1987,1,1,9.4,0,32,1,1/32,32.00,3.31,58.0,0,0,0,0,Pakistan
Misbah-ul-Haq,2011-2015,15,-,-,-,-,-,-,-,-,-,-,-,6,0,Pakistan
Mohammad Amir,2019-2019,8,8,73.0,5,358,17,5/30,21.05,4.90,25.7,0,1,2,0,Pakistan
Mohammad Hafeez,2007-2019,18,17,100.0,5,436,13,2/16,33.53,4.36,46.1,0,0,7,0,Pakistan
Mohammad Irfan,2015-2015,5,5,41.0,3,186,8,4/30,23.25,4.53,30.7,1,0,0,0,Pakistan
Mohammad Sami,2003-2007,3,2,15.0,0,44,4,3/29,11.00,2.93,22.5,0,0,0,0,Pakistan
Mohammad Yousuf,1999-2007,13,1,0.1,0,0,1,1/0,0.00,0.00,1.0,0,0,2,0,Pakistan
Mohsin Khan,1983-1983,7,1,1.0,0,3,0,-,-,3.00,-,0,0,3,0,Pakistan
Moin Khan,1992-1999,20,-,-,-,-,-,-,-,-,-,-,-,23,7,Pakistan
Mudassar Nazar,1979-1987,12,11,105.0,8,397,8,3/43,49.62,3.78,78.7,0,0,6,0,Pakistan
Mushtaq Ahmed,1992-1996,15,14,135.0,5,549,26,3/16,21.11,4.06,31.1,0,0,5,0,Pakistan
Mushtaq Mohammad,1975-1975,3,2,7.0,0,23,0,-,-,3.28,-,0,0,1,0,Pakistan
Naseer Malik,1975-1975,3,3,30.0,5,98,5,2/37,19.60,3.26,36.0,0,0,0,0,Pakistan
Nasir Jamshed,2015-2015,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan
Naved-ul-Hasan,2007-2007,1,1,9.0,1,49,0,-,-,5.44,-,0,0,1,0,Pakistan
Pervez Mir,1975-1975,2,2,15.0,2,59,2,1/17,29.50,3.93,45.0,0,0,1,0,Pakistan
Rahat Ali,2015-2015,5,5,44.0,1,192,7,3/40,27.42,4.36,37.7,0,0,1,0,Pakistan
Ramiz Raja,1987-1996,16,-,-,-,-,-,-,-,-,-,-,-,4,0,Pakistan
Rashid Khan,1983-1983,7,7,71.0,11,266,8,3/47,33.25,3.74,53.2,0,0,1,0,Pakistan
Rashid Latif,1996-2003,12,-,-,-,-,-,-,-,-,-,-,-,14,3,Pakistan
Sadiq Mohammad,1975-1979,7,1,6.0,1,20,2,2/20,10.00,3.33,18.0,0,0,3,0,Pakistan
Saeed Ajmal,2011-2011,3,3,26.0,1,93,5,2/18,18.60,3.57,31.2,0,0,0,0,Pakistan
Saeed Anwar,1996-2003,21,1,4.0,0,15,1,1/15,15.00,3.75,24.0,0,0,3,0,Pakistan
Saleem Elahi,2003-2003,4,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan
Saleem Jaffar,1987-1987,5,5,39.4,0,210,5,3/30,42.00,5.29,47.6,0,0,0,0,Pakistan
Saleem Malik,1987-1999,27,12,56.0,2,282,4,2/41,70.50,5.03,84.0,0,0,6,0,Pakistan
Saleem Yousuf,1987-1987,7,-,-,-,-,-,-,-,-,-,-,-,9,0,Pakistan
Saqlain Mushtaq,1996-2003,14,14,112.2,7,494,23,5/35,21.47,4.39,29.3,0,1,4,0,Pakistan
Sarfaraz Ahmed,2015-2019,11,-,-,-,-,-,-,-,-,-,-,-,19,1,Pakistan
Sarfraz Nawaz,1975-1983,11,11,119.0,15,435,16,4/44,27.18,3.65,44.6,1,0,2,0,Pakistan
Shadab Khan,2019-2019,7,6,58.0,1,320,9,3/50,35.55,5.51,38.6,0,0,1,0,Pakistan
Shaheen Shah Afridi,2019-2019,5,5,47.1,3,234,16,6/35,14.62,4.96,17.6,1,1,0,0,Pakistan
Shahid Afridi,1999-2015,27,24,184.0,7,831,30,5/16,27.70,4.51,36.8,2,2,13,0,Pakistan
Shahid Mahboob,1983-1983,5,5,52.0,4,228,4,1/37,57.00,4.38,78.0,0,0,1,0,Pakistan
Shoaib Akhtar,1999-2011,19,18,148.5,9,765,30,4/46,25.50,5.13,29.7,1,0,2,0,Pakistan
Shoaib Malik,2007-2019,6,5,13.0,0,80,2,1/9,40.00,6.15,39.0,0,0,3,0,Pakistan
Shoaib Mohammad,1987-1987,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan
Sikander Bakht,1979-1979,4,4,41.0,10,108,7,3/32,15.42,2.63,35.1,0,0,1,0,Pakistan
Sohaib Maqsood,2015-2015,7,2,6.0,0,24,1,1/16,24.00,4.00,36.0,0,0,2,0,Pakistan
Sohail Khan,2015-2015,7,7,61.5,3,364,12,5/55,30.33,5.88,30.9,0,1,2,0,Pakistan
Tahir Naqqash,1983-1983,1,1,8.0,0,49,1,1/49,49.00,6.12,48.0,0,0,1,0,Pakistan
Taufeeq Umar,2003-2003,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan
Tauseef Ahmed,1987-1987,6,6,60.0,4,230,5,1/35,46.00,3.83,72.0,0,0,1,0,Pakistan
Umar Akmal,2011-2015,14,-,-,-,-,-,-,-,-,-,-,-,16,0,Pakistan
Umar Gul,2007-2011,11,11,83.3,7,344,18,3/30,19.11,4.11,27.8,0,0,2,0,Pakistan
Wahab Riaz,2011-2019,20,20,166.4,5,926,35,5/46,26.45,5.55,28.5,1,1,9,0,Pakistan
Wajahatullah Wasti,1999-1999,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan
Waqar Younis,1996-2003,13,11,93.1,8,466,22,4/26,21.18,5.00,25.4,1,0,5,0,Pakistan
Wasim Akram,1987-2003,38,36,324.3,16,1311,55,5/28,23.83,4.04,35.4,2,1,8,0,Pakistan
Wasim Bari,1975-1983,14,-,-,-,-,-,-,-,-,-,-,-,18,4,Pakistan
Wasim Haider,1992-1992,3,3,19.0,1,79,1,1/36,79.00,4.15,114.0,0,0,0,0,Pakistan
Wasim Raja,1975-1983,8,5,13.4,4,46,1,1/7,46.00,3.36,82.0,0,0,4,0,Pakistan
Yasir Shah,2015-2015,1,1,8.0,0,60,0,-,-,7.50,-,0,0,0,0,Pakistan
Younis Khan,2003-2015,19,2,7.0,0,41,0,-,-,5.85,-,0,0,9,0,Pakistan
Zaheer Abbas,1975-1983,14,5,19.4,2,74,2,1/8,37.00,3.76,59.0,0,0,7,0,Pakistan
Zahid Fazal,1992-1992,2,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan
MJD Allingham,1999-1999,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Scotland
Asim Butt,1999-1999,5,5,37.0,6,148,4,2/24,37.00,4.00,55.5,0,0,0,0,Scotland
RD Berrington,2015-2015,6,4,23.1,0,132,7,4/40,18.85,5.69,19.8,1,0,0,0,Scotland
JAR Blain,1999-2007,8,8,50.1,1,300,12,4/37,25.00,5.98,25.0,1,0,1,0,Scotland
JE Brinkley,1999-1999,5,3,28.0,0,117,2,1/29,58.50,4.17,84.0,0,0,1,0,Scotland
DR Brown,2007-2007,3,3,15.0,0,126,1,1/86,126.00,8.40,90.0,0,0,1,0,Scotland
KJ Coetzer,2015-2015,6,2,7.5,0,58,0,-,-,7.40,-,0,0,1,0,Scotland
FRJ Coleman,2015-2015,3,-,-,-,-,-,-,-,-,-,-,-,5,0,Scotland
MH Cross,2015-2015,6,-,-,-,-,-,-,-,-,-,-,-,9,1,Scotland
JH Davey,2015-2015,6,6,50.0,2,311,15,4/68,20.73,6.22,20.0,1,0,2,0,Scotland
AG Davies,1999-1999,5,-,-,-,-,-,-,-,-,-,-,-,2,1,Scotland
NR Dyer,1999-1999,5,3,26.0,2,117,5,2/26,23.40,4.50,31.2,0,0,2,0,Scotland
AC Evans,2015-2015,4,4,40.0,3,215,6,2/30,35.83,5.37,40.0,0,0,0,0,Scotland
HJW Gardiner,2015-2015,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Scotland
GM Hamilton,1999-2007,8,5,35.4,4,149,3,2/36,49.66,4.17,71.3,0,0,1,0,Scotland
RM Haq,2007-2015,7,7,50.5,0,287,7,2/43,41.00,5.64,43.5,0,0,2,0,Scotland
PJC Hoffmann,2007-2007,3,3,17.0,0,104,1,1/57,104.00,6.11,102.0,0,0,1,0,Scotland
MA Leask,2015-2015,2,2,7.2,0,70,0,-,-,9.54,-,0,0,2,0,Scotland
NFI McCallum,2007-2007,2,-,-,-,-,-,-,-,-,-,-,-,1,0,Scotland
MW Machan,2015-2015,6,3,13.0,0,102,1,1/46,102.00,7.84,78.0,0,0,1,0,Scotland
CS MacLeod,2015-2015,6,-,-,-,-,-,-,-,-,-,-,-,4,0,Scotland
PL Mommsen,2015-2015,6,-,-,-,-,-,-,-,-,-,-,-,4,0,Scotland
JD Nel,2007-2007,1,1,3.0,0,24,0,-,-,8.00,-,0,0,0,0,Scotland
BMW Patterson,1999-1999,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland
IL Philip,1999-1999,3,-,-,-,-,-,-,-,-,-,-,-,4,0,Scotland
NS Poonia,2007-2007,2,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland
GA Rogers,2007-2007,3,3,18.2,1,114,2,1/47,57.00,6.21,55.0,0,0,1,0,Scotland
G Salmond,1999-1999,5,-,-,-,-,-,-,-,-,-,-,-,1,0,Scotland
CJO Smith,2007-2007,3,-,-,-,-,-,-,-,-,-,-,-,1,1,Scotland
MJ Smith,1999-1999,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland
IM Stanger,1999-1999,4,2,9.0,0,56,0,-,-,6.22,-,0,0,2,0,Scotland
RML Taylor,2015-2015,3,3,19.0,0,102,2,1/29,51.00,5.36,57.0,0,0,1,0,Scotland
I Wardlaw,2015-2015,5,5,43.3,1,310,6,3/57,51.66,7.12,43.5,0,0,1,0,Scotland
RR Watson,2007-2007,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland
DF Watts,2007-2007,2,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland
JG Williamson,1999-1999,2,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland
CM Wright,2007-2007,2,2,14.0,1,75,1,1/58,75.00,5.35,84.0,0,0,1,0,Scotland
KJ Abbott,2015-2015,4,4,31.0,1,130,9,4/21,14.44,4.19,20.6,1,0,1,0,SouthAfrica
PR Adams,1996-1996,2,2,18.0,0,87,3,2/45,29.00,4.83,36.0,0,0,0,0,SouthAfrica
HM Amla,2011-2019,22,-,-,-,-,-,-,-,-,-,-,-,11,0,SouthAfrica
F Behardien,2015-2015,4,3,11.0,1,64,0,-,-,5.81,-,0,0,1,0,SouthAfrica
N Boje,1999-2003,5,5,22.0,1,144,1,1/44,144.00,6.54,132.0,0,0,2,0,SouthAfrica
T Bosch,1992-1992,1,1,2.3,0,19,0,-,-,7.60,-,0,0,0,0,SouthAfrica
LE Bosman,2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,0,0,SouthAfrica
J Botha,2011-2011,5,5,42.0,1,171,4,2/48,42.75,4.07,63.0,0,0,2,0,SouthAfrica
MV Boucher,1999-2007,25,-,-,-,-,-,-,-,-,-,-,-,31,0,SouthAfrica
WJ Cronje,1992-1999,23,19,74.0,2,329,8,2/17,41.12,4.44,55.5,0,0,10,0,SouthAfrica
DJ Cullinan,1996-1999,15,1,2.0,0,7,0,-,-,3.50,-,0,0,11,0,SouthAfrica
Q de Kock,2015-2019,17,-,-,-,-,-,-,-,-,-,-,-,18,1,SouthAfrica
AB de Villiers,2007-2015,23,4,14.0,0,86,4,2/15,21.50,6.14,21.0,0,0,12,0,SouthAfrica
PS de Villiers,1996-1996,1,1,7.0,1,27,2,2/27,13.50,3.85,21.0,0,0,0,0,SouthAfrica
HH Dippenaar,2003-2003,6,-,-,-,-,-,-,-,-,-,-,-,3,0,SouthAfrica
AA Donald,1992-2003,25,25,218.5,14,913,38,4/17,24.02,4.17,34.5,2,0,3,0,SouthAfrica
JP Duminy,2011-2019,18,15,61.0,2,348,9,3/29,38.66,5.70,40.6,0,0,9,0,SouthAfrica
F du Plessis,2011-2019,23,4,15.0,0,85,1,1/22,85.00,5.66,90.0,0,0,16,0,SouthAfrica
S Elworthy,1999-1999,8,8,72.0,9,262,10,2/20,26.20,3.63,43.2,0,0,0,0,SouthAfrica
HH Gibbs,1999-2007,25,-,-,-,-,-,-,-,-,-,-,-,10,0,SouthAfrica
AJ Hall,2003-2007,12,12,99.0,8,438,19,5/18,23.05,4.42,31.2,0,1,2,0,SouthAfrica
BE Hendricks,2019-2019,2,1,5.0,1,25,0,-,-,5.00,-,0,0,0,0,SouthAfrica
O Henry,1992-1992,1,1,10.0,0,31,1,1/31,31.00,3.10,60.0,0,0,0,0,SouthAfrica
AC Hudson,1992-1996,12,-,-,-,-,-,-,-,-,-,-,-,2,0,SouthAfrica
Imran Tahir,2011-2019,22,21,191.5,7,847,40,5/45,21.17,4.41,28.7,4,1,6,0,SouthAfrica
CA Ingram,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,0,0,SouthAfrica
JH Kallis,1996-2011,36,32,211.0,13,904,21,3/26,43.04,4.28,60.2,0,0,13,0,SouthAfrica
JM Kemp,2007-2007,8,5,13.0,0,65,2,2/18,32.50,5.00,39.0,0,0,3,0,SouthAfrica
G Kirsten,1996-2003,21,1,3.0,1,9,0,-,-,3.00,-,0,0,9,0,SouthAfrica
PN Kirsten,1992-1992,8,4,18.0,1,87,5,3/31,17.40,4.83,21.6,0,0,2,0,SouthAfrica
L Klusener,1999-2003,14,13,100.5,7,487,22,5/21,22.13,4.82,27.5,1,1,2,0,SouthAfrica
AP Kuiper,1992-1992,9,8,41.0,0,235,9,3/40,26.11,5.73,27.3,0,0,3,0,SouthAfrica
CK Langeveldt,2003-2007,9,9,71.0,3,385,14,5/39,27.50,5.42,30.4,0,1,1,0,SouthAfrica
BM McMillan,1992-1996,15,15,116.0,12,433,17,3/11,25.47,3.73,40.9,0,0,8,0,SouthAfrica
AK Markram,2019-2019,8,3,12.0,0,76,1,1/22,76.00,6.33,72.0,0,0,5,0,SouthAfrica
CR Matthews,1996-1996,6,6,59.3,2,226,7,2/30,32.28,3.79,51.0,0,0,1,0,SouthAfrica
DA Miller,2015-2019,14,-,-,-,-,-,-,-,-,-,-,-,3,0,SouthAfrica
M Morkel,2011-2015,14,14,108.3,4,506,26,3/33,19.46,4.66,25.0,0,0,4,0,SouthAfrica
CH Morris,2019-2019,8,7,63.4,5,341,13,3/13,26.23,5.35,29.3,0,0,3,0,SouthAfrica
A Nel,2007-2007,6,6,52.2,6,217,12,5/45,18.08,4.14,26.1,0,1,2,0,SouthAfrica
L Ngidi,2019-2019,4,4,33.0,1,211,7,3/64,30.14,6.39,28.2,0,0,1,0,SouthAfrica
M Ntini,2003-2007,13,13,115.1,10,469,16,4/24,29.31,4.07,43.1,1,0,1,0,SouthAfrica
SJ Palframan,1996-1996,6,-,-,-,-,-,-,-,-,-,-,-,8,0,SouthAfrica
WD Parnell,2011-2015,2,2,13.0,1,89,1,1/85,89.00,6.84,78.0,0,0,0,0,SouthAfrica
RJ Peterson,2003-2011,10,10,74.0,5,320,16,4/12,20.00,4.32,27.7,1,0,7,0,SouthAfrica
AL Phehlukwayo,2019-2019,9,8,61.5,2,336,11,2/18,30.54,5.43,33.7,0,0,1,0,SouthAfrica
VD Philander,2015-2015,4,4,28.3,2,135,4,2/30,33.75,4.73,42.7,0,0,1,0,SouthAfrica
SM Pollock,1996-2007,31,31,269.0,37,970,31,5/36,31.29,3.60,52.0,0,1,12,0,SouthAfrica
D Pretorius,2019-2019,3,3,23.0,4,94,5,3/25,18.80,4.08,27.6,0,0,1,0,SouthAfrica
AG Prince,2007-2007,9,-,-,-,-,-,-,-,-,-,-,-,2,0,SouthAfrica
MW Pringle,1992-1992,7,7,57.0,6,236,8,4/11,29.50,4.14,42.7,1,0,1,0,SouthAfrica
K Rabada,2019-2019,9,8,78.0,4,397,11,3/56,36.09,5.08,42.5,0,0,3,0,SouthAfrica
JN Rhodes,1992-2003,24,-,-,-,-,-,-,-,-,-,-,-,7,0,SouthAfrica
DJ Richardson,1992-1992,9,-,-,-,-,-,-,-,-,-,-,-,14,1,SouthAfrica
RR Rossouw,2015-2015,6,1,2.0,0,13,0,-,-,6.50,-,0,0,9,0,SouthAfrica
MW Rushmere,1992-1992,3,-,-,-,-,-,-,-,-,-,-,-,1,0,SouthAfrica
T Shamsi,2019-2019,2,2,18.0,0,116,0,-,-,6.44,-,0,0,0,0,SouthAfrica
GC Smith,2003-2011,20,8,26.0,0,162,4,2/56,40.50,6.23,39.0,0,0,15,0,SouthAfrica
RP Snell,1992-1992,9,9,72.5,10,310,8,3/42,38.75,4.25,54.6,0,0,1,0,SouthAfrica
DW Steyn,2011-2015,14,14,115.0,10,538,23,5/50,23.39,4.67,30.0,0,1,4,0,SouthAfrica
PL Symcox,1996-1996,4,4,40.0,2,149,6,2/22,24.83,3.72,40.0,0,0,0,0,SouthAfrica
LL Tsotsobe,2011-2011,1,1,5.0,2,14,3,3/14,4.66,2.80,10.0,0,0,0,0,SouthAfrica
HE van der Dussen,2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,3,0,SouthAfrica
MN van Wyk,2011-2011,5,-,-,-,-,-,-,-,-,-,-,-,7,1,SouthAfrica
KC Wessels,1992-1992,9,-,-,-,-,-,-,-,-,-,-,-,7,0,SouthAfrica
M Zondeki,2003-2003,3,3,20.0,2,76,2,1/17,38.00,3.80,60.0,0,0,2,0,SouthAfrica
SD Anurasiri,1987-1992,11,11,105.0,4,455,9,3/41,50.55,4.33,70.0,0,0,3,0,SriLanka
RP Arnold,2003-2007,21,9,33.4,0,178,6,3/47,29.66,5.28,33.6,0,0,4,0,SriLanka
MS Atapattu,1999-2003,15,-,-,-,-,-,-,-,-,-,-,-,3,0,SriLanka
HMCM Bandara,2007-2007,1,1,9.4,0,53,1,1/53,53.00,5.48,58.0,0,0,0,0,SriLanka
PVD Chameera,2015-2015,2,2,9.1,0,80,3,3/51,26.66,8.72,18.3,0,0,0,0,SriLanka
UDU Chandana,1999-1999,2,2,8.0,0,39,0,-,-,4.87,-,0,0,0,0,SriLanka
LD Chandimal,2015-2015,3,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka
RG de Alwis,1983-1983,6,-,-,-,-,-,-,-,-,-,-,-,5,0,SriLanka
ALF de Mel,1983-1987,9,9,90.2,13,449,18,5/32,24.94,4.97,30.1,0,2,0,0,SriLanka
DM de Silva,2019-2019,7,6,37.0,0,197,5,3/32,39.40,5.32,44.4,0,0,0,0,SriLanka
DLS de Silva,1979-1979,2,2,20.0,2,54,2,2/36,27.00,2.70,60.0,0,0,1,0,SriLanka
DS de Silva,1975-1983,11,11,110.0,12,463,10,3/29,46.30,4.20,66.0,0,0,2,0,SriLanka
GRA de Silva,1975-1979,2,2,19.0,2,85,1,1/39,85.00,4.47,114.0,0,0,0,0,SriLanka
PA de Silva,1987-2003,35,22,135.0,2,671,16,3/42,41.93,4.97,50.6,0,0,14,0,SriLanka
HDPK Dharmasena,1996-1996,6,6,56.0,1,249,6,2/30,41.50,4.44,56.0,0,0,1,0,SriLanka
RL Dias,1979-1987,10,-,-,-,-,-,-,-,-,-,-,-,5,0,SriLanka
TM Dilshan,2007-2015,27,22,101.1,5,447,18,4/4,24.83,4.41,33.7,1,0,12,0,SriLanka
N Pradeep,2019-2019,3,3,29.0,2,157,5,4/31,31.40,5.41,34.8,1,0,0,0,SriLanka
CRD Fernando,2003-2007,16,16,96.2,8,546,13,3/41,42.00,5.66,44.4,0,0,2,0,SriLanka
ER Fernando,1975-1975,3,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka
WIA Fernando,2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka
PW Gunaratne,2003-2003,6,6,38.0,1,230,4,2/24,57.50,6.05,57.0,0,0,1,0,SriLanka
FRMD Gunatilleke,1979-1979,1,1,9.0,1,34,0,-,-,3.77,-,0,0,0,0,SriLanka
DA Gunawardene,2003-2003,2,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka
AP Gurusinha,1987-1996,18,9,53.0,0,307,7,2/67,43.85,5.79,45.4,0,0,3,0,SriLanka
UC Hathurusingha,1992-1992,4,2,17.0,0,97,5,4/57,19.40,5.70,20.4,1,0,1,0,SriLanka
HMRKB Herath,2011-2015,8,7,63.5,2,280,6,2/46,46.66,4.38,63.8,0,0,3,0,SriLanka
PD Heyn,1975-1975,2,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka
SA Jayasinghe,1979-1979,2,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka
ST Jayasuriya,1992-2007,38,31,219.1,4,1060,27,3/12,39.25,4.83,48.7,0,0,18,0,SriLanka
DPMD Jayawardene,1999-2015,40,4,24.0,0,131,2,2/56,65.50,5.45,72.0,0,0,16,0,SriLanka
S Jeganathan,1987-1987,3,3,29.0,2,123,4,2/45,30.75,4.24,43.5,0,0,1,0,SriLanka
VB John,1983-1987,11,11,99.2,10,477,4,1/49,119.25,4.80,149.0,0,0,1,0,SriLanka
RS Kalpage,1992-1992,7,6,50.0,0,241,4,2/33,60.25,4.82,75.0,0,0,3,0,SriLanka
S Randiv,2011-2011,1,1,9.0,0,43,0,-,-,4.77,-,0,0,0,0,SriLanka
LWS Kaluperuma,1975-1975,3,3,27.4,2,102,1,1/50,102.00,3.68,166.0,0,0,0,0,SriLanka
RS Kaluwitharana,1996-1999,11,-,-,-,-,-,-,-,-,-,-,-,8,4,SriLanka
CK Kapugedera,2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka
FDM Karunaratne,2015-2019,11,1,1.0,0,7,0,-,-,7.00,-,0,0,3,0,SriLanka
PHT Kaushal,2015-2015,1,1,6.0,0,25,0,-,-,4.16,-,0,0,0,0,SriLanka
KMDN Kulasekara,2007-2015,11,11,75.2,7,355,9,3/16,39.44,4.71,50.2,0,0,2,0,SriLanka
DSBP Kuruppu,1983-1987,11,-,-,-,-,-,-,-,-,-,-,-,4,1,SriLanka
GF Labrooy,1992-1992,1,1,10.0,1,68,1,1/68,68.00,6.80,60.0,0,0,0,0,SriLanka
RAS Lakmal,2015-2019,7,7,51.4,1,320,7,2/36,45.71,6.19,44.2,0,0,3,0,SriLanka
