Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,country,year
Amjad Javed,6,6,1,170,56,34.00,195,87.17,0,1,0,21,4,UnitedArabEmirates,2015
HM Amla,8,8,0,333,159,41.62,350,95.14,1,1,0,35,5,SouthAfrica,2015
Anamul Haque,3,2,0,58,29,29.00,98,59.18,0,0,0,5,1,Bangladesh,2015
CJ Anderson,9,8,1,231,75,33.00,213,108.45,0,2,1,22,9,NewZealand,2015
JM Anderson,6,3,1,9,8,4.50,15,60.00,0,0,1,1,0,England,2015
Arafat Sunny,1,1,1,3,3*,-,3,100.00,0,0,0,0,0,Bangladesh,2015
Asghar Afghan,5,5,0,72,54,14.40,95,75.78,0,1,0,8,1,Afghanistan,2015
R Ashwin,8,5,4,30,16*,30.00,54,55.55,0,0,0,0,0,India,2015
GJ Bailey,1,1,0,55,55,55.00,69,79.71,0,1,0,3,0,Australia,2015
A Balbirnie,6,6,0,236,97,39.33,260,90.76,0,2,0,20,4,Ireland,2015
GS Ballance,4,4,0,36,10,9.00,71,50.70,0,0,0,3,0,England,2015
F Behardien,4,2,2,74,64*,-,36,205.55,0,1,0,5,4,SouthAfrica,2015
IR Bell,6,6,1,262,63,52.40,339,77.28,0,3,0,27,0,England,2015
SJ Benn,3,2,1,10,9*,10.00,7,142.85,0,0,0,2,0,WestIndies,2015
AR Berenger,6,6,0,53,22,8.83,111,47.74,0,0,0,7,0,UnitedArabEmirates,2015
RD Berrington,6,6,0,139,50,23.16,183,75.95,0,1,0,9,5,Scotland,2015
RS Bopara,1,-,-,-,-,-,-,-,-,-,-,-,-,England,2015
TA Boult,9,2,2,0,0*,-,3,0.00,0,0,0,0,0,NewZealand,2015
DM Bravo,2,2,1,49,49*,49.00,78,62.82,0,0,1,3,0,WestIndies,2015
SCJ Broad,6,4,1,13,9,4.33,20,65.00,0,0,1,0,1,England,2015
JC Buttler,6,5,1,141,65,35.25,104,135.57,0,1,0,17,2,England,2015
JL Carter,5,4,1,113,50*,37.66,160,70.62,0,1,0,13,1,WestIndies,2015
RW Chakabva,4,4,0,64,35,16.00,96,66.66,0,0,0,5,0,Zimbabwe,2015
PVD Chameera,2,2,2,14,12*,-,14,100.00,0,0,0,1,0,SriLanka,2015
LD Chandimal,3,1,1,52,52*,-,24,216.66,0,1,0,8,1,SriLanka,2015
J Charles,2,2,0,58,55,29.00,46,126.08,0,1,0,9,2,WestIndies,2015
TL Chatara,6,5,2,23,16,7.66,35,65.71,0,0,1,2,0,Zimbabwe,2015
CJ Chibhabha,4,4,0,98,64,24.50,148,66.21,0,1,0,16,0,Zimbabwe,2015
E Chigumbura,4,4,1,78,35,26.00,77,101.29,0,0,0,7,2,Zimbabwe,2015
MJ Clarke,7,6,0,219,74,36.50,228,96.05,0,2,0,25,3,Australia,2015
KJ Coetzer,6,6,0,253,156,42.16,282,89.71,1,1,2,33,4,Scotland,2015
FRJ Coleman,3,3,0,77,70,25.66,97,79.38,0,1,1,7,0,Scotland,2015
MH Cross,6,6,0,88,23,14.66,120,73.33,0,0,0,7,1,Scotland,2015
PJ Cummins,2,1,1,7,7*,-,30,23.33,0,0,0,1,0,Australia,2015
AR Cusack,4,4,3,19,11,19.00,23,82.60,0,0,0,1,0,Ireland,2015
JH Davey,6,6,2,55,26,13.75,88,62.50,0,0,0,5,0,Scotland,2015
Dawlat Zadran,5,4,0,14,9,3.50,39,35.89,0,0,1,2,0,Afghanistan,2015
Q de Kock,8,8,1,145,78*,20.71,175,82.85,0,1,1,21,0,SouthAfrica,2015
AB de Villiers,8,7,2,482,162*,96.40,334,144.31,1,3,0,43,21,SouthAfrica,2015
S Dhawan,8,8,0,412,137,51.50,449,91.75,2,1,0,48,9,India,2015
MS Dhoni,8,6,2,237,85*,59.25,232,102.15,0,2,0,18,6,India,2015
TM Dilshan,7,7,1,395,161*,65.83,409,96.57,2,1,2,46,3,SriLanka,2015
GH Dockrell,6,5,2,54,25,18.00,85,63.52,0,0,0,2,3,Ireland,2015
XJ Doherty,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,Australia,2015
JP Duminy,6,5,2,164,115*,54.66,160,102.50,1,0,0,13,3,SouthAfrica,2015
F du Plessis,7,7,1,380,109,63.33,449,84.63,1,3,0,28,4,SouthAfrica,2015
Ehsan Adil,2,1,0,15,15,15.00,22,68.18,0,0,0,1,0,Pakistan,2015
GD Elliott,9,8,1,310,84*,44.28,294,105.44,0,2,1,29,7,NewZealand,2015
CR Ervine,6,6,0,159,52,26.50,180,88.33,0,1,0,12,5,Zimbabwe,2015
AC Evans,4,4,2,38,28,19.00,57,66.66,0,0,0,5,0,Scotland,2015
Fahad Alhashmi,1,-,-,-,-,-,-,-,-,-,-,-,-,UnitedArabEmirates,2015
JP Faulkner,6,4,1,44,21,14.66,25,176.00,0,0,1,6,2,Australia,2015
AJ Finch,8,8,0,280,135,35.00,304,92.10,1,1,1,26,6,Australia,2015
ST Finn,4,3,1,2,1*,1.00,15,13.33,0,0,1,0,0,England,2015
HJW Gardiner,3,3,0,24,19,8.00,53,45.28,0,0,1,3,0,Scotland,2015
CH Gayle,6,6,0,340,215,56.66,290,117.24,1,1,0,17,26,WestIndies,2015
Gulbadin Naib,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,Afghanistan,2015
MJ Guptill,9,9,1,547,237*,68.37,523,104.58,2,1,0,59,16,NewZealand,2015
AM Guruge,4,3,3,14,10*,-,26,53.84,0,0,0,1,0,UnitedArabEmirates,2015
BJ Haddin,8,5,2,126,43,42.00,80,157.50,0,0,0,16,4,Australia,2015
AD Hales,2,2,0,64,37,32.00,67,95.52,0,0,0,7,2,England,2015
Hamid Hassan,6,6,2,38,16,9.50,86,44.18,0,0,2,5,0,Afghanistan,2015
RM Haq,4,4,0,47,31,11.75,80,58.75,0,0,1,6,0,Scotland,2015
Haris Sohail,6,6,0,177,70,29.50,245,72.24,0,1,1,14,1,Pakistan,2015
JR Hazlewood,5,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2015
MJ Henry,2,1,0,0,0,0.00,7,0.00,0,0,1,0,0,NewZealand,2015
HMRKB Herath,4,1,0,13,13,13.00,19,68.42,0,0,0,2,0,SriLanka,2015
JO Holder,7,4,1,155,57,51.66,138,112.31,0,2,0,12,9,WestIndies,2015
Imran Tahir,8,2,0,8,8,4.00,16,50.00,0,0,1,1,0,SouthAfrica,2015
Imrul Kayes,3,3,0,9,5,3.00,35,25.71,0,0,0,0,0,Bangladesh,2015
RA Jadeja,8,5,1,57,23*,14.25,59,96.61,0,0,0,8,0,India,2015
Javed Ahmadi,6,6,0,97,51,16.16,122,79.50,0,1,0,13,0,Afghanistan,2015
DPMD Jayawardene,7,5,0,125,100,25.00,168,74.40,1,0,1,9,1,SriLanka,2015
MG Johnson,8,4,2,31,27*,15.50,20,155.00,0,0,1,4,1,Australia,2015
CJ Jordan,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,England,2015
EC Joyce,6,6,0,246,112,41.00,250,98.40,1,1,1,23,5,Ireland,2015
Kamran Shazad,1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,UnitedArabEmirates,2015
TP Kamungozi,3,2,2,6,6*,-,9,66.66,0,0,0,1,0,Zimbabwe,2015
FDM Karunaratne,4,2,0,37,23,18.50,53,69.81,0,0,0,3,0,SriLanka,2015
PHT Kaushal,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,SriLanka,2015
Khurram Khan,6,6,0,155,45,25.83,212,73.11,0,0,0,15,1,UnitedArabEmirates,2015
V Kohli,8,8,2,305,107,50.83,374,81.55,1,0,0,29,1,India,2015
Krishna Chandran,5,5,0,38,34,7.60,111,34.23,0,0,3,3,0,UnitedArabEmirates,2015
KMDN Kulasekara,3,3,1,29,18*,14.50,40,72.50,0,0,0,2,1,SriLanka,2015
B Kumar,1,-,-,-,-,-,-,-,-,-,-,-,-,India,2015
RAS Lakmal,4,1,1,7,7*,-,17,41.17,0,0,0,0,0,SriLanka,2015
MA Leask,2,2,1,25,23*,25.00,18,138.88,0,0,0,4,0,Scotland,2015
AR McBrine,3,1,1,2,2*,-,4,50.00,0,0,0,0,0,Ireland,2015
MJ McClenaghan,1,-,-,-,-,-,-,-,-,-,-,-,-,NewZealand,2015
BB McCullum,9,9,0,328,77,36.44,174,188.50,0,4,1,44,17,NewZealand,2015
MW Machan,6,6,0,186,56,31.00,230,80.86,0,1,0,21,2,Scotland,2015
CS MacLeod,6,6,0,48,22,8.00,63,76.19,0,0,2,8,0,Scotland,2015
Mahmudullah,6,6,1,365,128*,73.00,446,81.83,2,1,0,30,6,Bangladesh,2015
SL Malinga,7,4,1,4,3,1.33,12,33.33,0,0,1,0,0,SriLanka,2015
MR Marsh,3,3,0,31,23,10.33,31,100.00,0,0,1,3,0,Australia,2015
H Masakadza,6,6,0,122,80,20.33,161,75.77,0,1,0,12,2,Zimbabwe,2015
Mashrafe Mortaza,5,4,1,28,14,9.33,23,121.73,0,0,0,5,0,Bangladesh,2015
AD Mathews,7,5,0,195,51,39.00,217,89.86,0,1,0,11,7,SriLanka,2015
S Matsikenyeri,1,1,0,19,19,19.00,23,82.60,0,0,0,2,0,Zimbabwe,2015
GJ Maxwell,8,6,1,324,102,64.80,178,182.02,1,2,0,35,14,Australia,2015
BMAJ Mendis,2,2,1,13,9*,13.00,21,61.90,0,0,0,1,0,SriLanka,2015
DA Miller,8,7,2,324,138*,64.80,233,139.05,1,0,1,21,14,SouthAfrica,2015
NO Miller,1,-,-,-,-,-,-,-,-,-,-,-,-,WestIndies,2015
AF Milne,6,2,1,1,1*,1.00,5,20.00,0,0,1,0,0,NewZealand,2015
SF Mire,5,5,0,64,27,12.80,104,61.53,0,0,0,4,2,Zimbabwe,2015
Mirwais Ashraf,2,2,0,38,28,19.00,47,80.85,0,0,0,1,3,Afghanistan,2015
Misbah-ul-Haq,7,7,0,350,76,50.00,466,75.10,0,4,0,25,7,Pakistan,2015
Mohammad Irfan,5,3,3,4,2*,-,19,21.05,0,0,0,0,0,Pakistan,2015
Mohammad Nabi,6,6,0,90,44,15.00,115,78.26,0,0,0,8,2,Afghanistan,2015
Mohammad Naveed,6,6,2,73,23*,18.25,59,123.72,0,0,0,6,5,UnitedArabEmirates,2015
Mohammad Tauqir,6,5,2,8,3,2.66,43,18.60,0,0,0,0,0,UnitedArabEmirates,2015
Mohammed Shami,7,3,3,8,4*,-,9,88.88,0,0,0,1,0,India,2015
Mominul Haque,2,2,0,4,3,2.00,6,66.66,0,0,0,0,0,Bangladesh,2015
PL Mommsen,6,6,0,148,60,24.66,194,76.28,0,1,2,16,1,Scotland,2015
JF Mooney,6,6,2,51,13,12.75,65,78.46,0,0,0,5,0,Ireland,2015
EJG Morgan,6,5,0,90,46,18.00,139,64.74,0,0,2,7,3,England,2015
M Morkel,8,2,1,8,6*,8.00,13,61.53,0,0,0,1,0,SouthAfrica,2015
T Mupariwa,3,3,1,19,18,9.50,11,172.72,0,0,1,2,1,Zimbabwe,2015
Mushfiqur Rahim,6,6,0,298,89,49.66,282,105.67,0,3,0,26,5,Bangladesh,2015
Najibullah Zadran,6,6,1,123,56,24.60,156,78.84,0,1,0,13,4,Afghanistan,2015
Nasir Aziz,2,1,0,60,60,60.00,86,69.76,0,1,0,8,0,UnitedArabEmirates,2015
Nasir Hossain,3,2,0,46,35,23.00,41,112.19,0,0,0,6,1,Bangladesh,2015
Nasir Jamal,1,1,0,17,17,17.00,52,32.69,0,0,0,2,0,Afghanistan,2015
Nasir Jamshed,3,3,0,5,4,1.66,23,21.73,0,0,1,0,0,Pakistan,2015
Nawroz Mangal,6,6,0,108,33,18.00,209,51.67,0,0,0,7,2,Afghanistan,2015
KJ O'Brien,6,6,0,131,50,21.83,131,100.00,0,1,1,16,3,Ireland,2015
NJ O'Brien,6,6,1,199,79*,39.80,182,109.34,0,2,0,23,3,Ireland,2015
T Panyangara,6,5,0,29,10,5.80,51,56.86,0,0,0,2,0,Zimbabwe,2015
WD Parnell,1,1,1,17,17*,-,28,60.71,0,0,0,1,0,SouthAfrica,2015
SP Patil,6,6,1,140,57*,28.00,253,55.33,0,1,0,12,0,UnitedArabEmirates,2015
MDKJ Perera,2,2,0,27,24,13.50,23,117.39,0,0,0,2,2,SriLanka,2015
NLTC Perera,6,4,1,62,47*,20.66,43,144.18,0,0,1,8,1,SriLanka,2015
VD Philander,4,2,1,10,10*,10.00,8,125.00,0,0,1,1,0,SouthAfrica,2015
WTS Porterfield,6,6,0,275,107,45.83,409,67.23,1,1,0,22,3,Ireland,2015
S Prasanna,2,2,0,12,9,6.00,16,75.00,0,0,0,1,0,SriLanka,2015
AM Rahane,8,7,1,208,79,34.66,252,82.53,0,1,1,21,3,India,2015
Rahat Ali,5,2,1,7,6*,7.00,27,25.92,0,0,0,0,0,Pakistan,2015
SK Raina,8,6,1,284,110*,56.80,258,110.07,1,2,0,25,8,India,2015
D Ramdin,7,6,1,107,51,21.40,151,70.86,0,1,2,11,0,WestIndies,2015
KAJ Roach,3,1,1,0,0*,-,1,0.00,0,0,0,0,0,WestIndies,2015
Rohan Mustafa,4,4,0,8,4,2.00,29,27.58,0,0,1,0,0,UnitedArabEmirates,2015
L Ronchi,9,7,1,73,29*,12.16,62,117.74,0,0,1,11,1,NewZealand,2015
JE Root,6,5,0,202,121,40.40,240,84.16,1,0,0,19,2,England,2015
RR Rossouw,6,5,1,210,61*,52.50,180,116.66,0,2,0,23,5,SouthAfrica,2015
Rubel Hossain,6,4,3,0,0*,0.00,10,0.00,0,0,1,0,0,Bangladesh,2015
AD Russell,7,6,2,104,42*,26.00,56,185.71,0,0,1,7,9,WestIndies,2015
Sabbir Rahman,6,6,1,182,53,36.40,185,98.37,0,1,0,18,5,Bangladesh,2015
Samiullah Shinwari,6,6,0,254,96,42.33,444,57.20,0,2,0,22,6,Afghanistan,2015
DJG Sammy,7,5,0,177,89,35.40,177,100.00,0,1,0,17,6,WestIndies,2015
MN Samuels,7,7,1,230,133*,38.33,298,77.18,1,0,1,20,5,WestIndies,2015
KC Sangakkara,7,7,2,541,124,108.20,511,105.87,4,0,0,57,7,SriLanka,2015
Saqlain Haider,1,1,0,7,7,7.00,12,58.33,0,0,0,1,0,UnitedArabEmirates,2015
Sarfaraz Ahmed,3,3,1,160,101*,80.00,189,84.65,1,0,0,12,3,Pakistan,2015
SMSM Senanayake,1,1,0,7,7,7.00,8,87.50,0,0,0,1,0,SriLanka,2015
Shafiqullah,1,1,0,30,30,30.00,64,46.87,0,0,0,1,0,Afghanistan,2015
Shahid Afridi,7,6,1,116,28,23.20,87,133.33,0,0,1,10,6,Pakistan,2015
Shaiman Anwar,6,6,0,311,106,51.83,340,91.47,1,2,0,34,4,UnitedArabEmirates,2015
Shapoor Zadran,6,5,5,17,12*,-,21,80.95,0,0,0,2,0,Afghanistan,2015
Shakib Al Hasan,6,6,1,196,63,39.20,209,93.77,0,2,0,18,3,Bangladesh,2015
MM Sharma,8,1,0,0,0,0.00,1,0.00,0,0,1,0,0,India,2015
RG Sharma,8,8,1,330,137,47.14,360,91.66,1,2,1,33,9,India,2015
Sikandar Raza,6,6,0,125,46,20.83,126,99.20,0,0,0,15,4,Zimbabwe,2015
LMP Simmons,7,5,0,173,102,34.60,171,101.16,1,1,1,14,8,WestIndies,2015
DR Smith,6,6,0,93,31,15.50,116,80.17,0,0,1,13,2,WestIndies,2015
SPD Smith,8,7,1,402,105,67.00,439,91.57,1,4,0,37,4,Australia,2015
Sohaib Maqsood,7,6,0,153,50,25.50,176,86.93,0,1,1,12,3,Pakistan,2015
Sohail Khan,7,5,1,21,7,5.25,42,50.00,0,0,0,1,0,Pakistan,2015
MC Sorensen,3,1,0,22,22,22.00,19,115.78,0,0,0,3,1,Ireland,2015
Soumya Sarkar,6,6,0,175,51,29.16,198,88.38,0,1,0,23,3,Bangladesh,2015
TG Southee,9,3,1,23,12*,11.50,18,127.77,0,0,1,1,2,NewZealand,2015
MA Starc,8,3,1,0,0*,0.00,3,0.00,0,0,2,0,0,Australia,2015
DW Steyn,8,2,0,17,16,8.50,24,70.83,0,0,0,3,0,SouthAfrica,2015
PR Stirling,6,6,0,159,92,26.50,159,100.00,0,1,0,17,5,Ireland,2015
Taijul Islam,1,-,-,-,-,-,-,-,-,-,-,-,-,Bangladesh,2015
Tamim Iqbal,6,6,0,154,95,25.66,203,75.86,0,1,1,17,1,Bangladesh,2015
Taskin Ahmed,6,3,1,1,1,0.50,4,25.00,0,0,1,0,0,Bangladesh,2015
BRM Taylor,6,6,0,433,138,72.16,405,106.91,2,1,0,43,12,Zimbabwe,2015
JE Taylor,7,3,1,37,15*,18.50,48,77.08,0,0,0,5,0,WestIndies,2015
LRPL Taylor,9,9,2,221,56,31.57,359,61.55,0,1,0,17,0,NewZealand,2015
RML Taylor,3,3,0,7,4,2.33,18,38.88,0,0,1,0,0,Scotland,2015
JWA Taylor,6,6,2,149,98*,37.25,168,88.69,0,1,1,12,3,England,2015
WU Tharanga,1,1,0,4,4,4.00,5,80.00,0,0,0,0,0,SriLanka,2015
HDRL Thirimanne,7,7,1,302,139*,50.33,356,84.83,1,2,1,29,2,SriLanka,2015
SR Thompson,2,2,0,14,12,7.00,17,82.35,0,0,0,1,0,Ireland,2015
JC Tredwell,1,-,-,-,-,-,-,-,-,-,-,-,-,England,2015
Umar Akmal,7,7,1,164,59,27.33,204,80.39,0,1,1,17,2,Pakistan,2015
Usman Ghani,2,2,0,12,12,6.00,22,54.54,0,0,1,0,0,Afghanistan,2015
DL Vettori,9,6,4,50,16*,25.00,46,108.69,0,0,0,6,1,NewZealand,2015
Wahab Riaz,7,6,2,83,54*,20.75,85,97.64,0,1,1,9,2,Pakistan,2015
I Wardlaw,5,4,2,1,1*,0.50,5,20.00,0,0,2,0,0,Scotland,2015
DA Warner,8,8,1,345,178,49.28,287,120.20,1,0,0,38,9,Australia,2015
SR Watson,7,7,2,208,67,41.60,196,106.12,0,2,1,22,4,Australia,2015
SC Williams,6,6,1,339,96,67.80,311,109.00,0,4,0,29,6,Zimbabwe,2015
KS Williamson,9,9,2,234,57,33.42,300,78.00,0,1,0,28,2,NewZealand,2015
GC Wilson,6,6,0,141,80,23.50,136,103.67,0,1,1,15,1,Ireland,2015
CR Woakes,5,5,2,90,42*,30.00,94,95.74,0,0,0,6,0,England,2015
UT Yadav,8,1,0,0,0,0.00,5,0.00,0,0,1,0,0,India,2015
Yasir Shah,1,1,0,13,13,13.00,23,56.52,0,0,0,1,0,Pakistan,2015
Younis Khan,3,3,0,43,37,14.33,55,78.18,0,0,1,5,0,Pakistan,2015
Aftab Alam,3,3,1,14,14,7.00,12,116.66,0,0,1,3,0,Afghanistan,2019
MM Ali,5,5,1,75,31*,18.75,67,111.94,0,0,0,3,5,England,2019
FA Allen,3,3,1,51,51,25.50,33,154.54,0,1,1,7,1,WestIndies,2019
SW Ambris,2,2,0,36,31,18.00,46,78.26,0,0,0,3,0,WestIndies,2019
HM Amla,7,7,2,203,80*,40.60,313,64.85,0,2,0,16,0,SouthAfrica,2019
JC Archer,11,7,3,13,7*,3.25,22,59.09,0,0,1,1,0,England,2019
Asghar Afghan,6,6,0,154,44,25.66,177,87.00,0,0,1,11,5,Afghanistan,2019
Asif Ali,2,2,0,19,14,9.50,19,100.00,0,0,0,0,1,Pakistan,2019
Babar Azam,8,8,1,474,101*,67.71,540,87.77,1,3,0,50,2,Pakistan,2019
JM Bairstow,11,11,0,532,111,48.36,573,92.84,2,2,2,67,11,England,2019
JP Behrendorff,5,3,1,12,11*,6.00,11,109.09,0,0,1,0,0,Australia,2019
TA Boult,10,4,3,10,4,10.00,19,52.63,0,0,0,1,0,NewZealand,2019
CR Brathwaite,8,6,1,154,101,30.80,145,106.20,1,0,0,13,8,WestIndies,2019
DM Bravo,3,2,0,19,19,9.50,19,100.00,0,0,1,0,2,WestIndies,2019
JJ Bumrah,9,3,3,1,1*,-,1,100.00,0,0,0,0,0,India,2019
JC Buttler,11,9,0,312,103,34.66,254,122.83,1,2,0,22,8,England,2019
AT Carey,10,9,3,375,85,62.50,360,104.16,0,3,0,46,2,Australia,2019
YS Chahal,8,1,0,5,5,5.00,5,100.00,0,0,0,1,0,India,2019
SS Cottrell,9,5,1,33,15,8.25,47,70.21,0,0,1,3,1,WestIndies,2019
NM Coulter-Nile,5,3,0,98,92,32.66,72,136.11,0,1,0,8,4,Australia,2019
PJ Cummins,10,8,1,51,23*,7.28,68,75.00,0,0,1,3,0,Australia,2019
Dawlat Zadran,5,5,1,11,6,2.75,34,32.35,0,0,1,2,0,Afghanistan,2019
C de Grandhomme,10,8,0,190,64,23.75,189,100.52,0,2,1,16,4,NewZealand,2019
Q de Kock,9,9,1,305,68,38.12,351,86.89,0,3,0,34,4,SouthAfrica,2019
DM de Silva,7,7,3,108,29*,27.00,174,62.06,0,0,1,8,0,SriLanka,2019
S Dhawan,2,2,0,125,117,62.50,121,103.30,1,0,0,17,0,India,2019
MS Dhoni,9,8,2,273,56*,45.50,311,87.78,0,2,0,20,5,India,2019
JP Duminy,5,4,0,70,45,17.50,72,97.22,0,0,0,6,0,SouthAfrica,2019
F du Plessis,9,8,2,387,100,64.50,432,89.58,1,3,0,36,4,SouthAfrica,2019
Fakhar Zaman,8,8,0,186,62,23.25,227,81.93,0,1,2,24,3,Pakistan,2019
LH Ferguson,9,2,1,4,4*,4.00,6,66.66,0,0,1,1,0,NewZealand,2019
N Pradeep,3,3,1,1,1*,0.50,12,8.33,0,0,2,0,0,SriLanka,2019
WIA Fernando,4,4,0,203,104,50.75,192,105.72,1,0,0,23,4,SriLanka,2019
AJ Finch,10,10,0,507,153,50.70,497,102.01,2,3,1,47,18,Australia,2019
ST Gabriel,3,2,1,3,3*,3.00,10,30.00,0,0,1,0,0,WestIndies,2019
CH Gayle,9,8,0,242,87,30.25,274,88.32,0,2,1,26,12,WestIndies,2019
Gulbadin Naib,9,9,0,194,47,21.55,243,79.83,0,0,0,20,2,Afghanistan,2019
MJ Guptill,10,10,1,186,73*,20.66,221,84.16,0,1,2,22,4,NewZealand,2019
Hamid Hassan,5,5,2,15,7*,5.00,24,62.50,0,0,1,1,1,Afghanistan,2019
PSP Handscomb,1,1,0,4,4,4.00,12,33.33,0,0,0,0,0,Australia,2019
Haris Sohail,5,5,0,198,89,39.60,209,94.73,0,2,0,18,5,Pakistan,2019
Hasan Ali,4,3,1,43,32,21.50,24,179.16,0,0,0,3,4,Pakistan,2019
Hashmatullah Shahidi,8,8,0,197,76,24.62,349,56.44,0,2,1,20,2,Afghanistan,2019
Hazratullah Zazai,5,5,0,96,34,19.20,102,94.11,0,0,1,12,2,Afghanistan,2019
BE Hendricks,2,-,-,-,-,-,-,-,-,-,-,-,-,SouthAfrica,2019
MJ Henry,9,5,1,18,7,4.50,25,72.00,0,0,0,2,0,NewZealand,2019
SO Hetmyer,9,8,1,257,54,36.71,253,101.58,0,2,0,25,6,WestIndies,2019
JO Holder,9,7,0,170,51,24.28,156,108.97,0,1,1,16,8,WestIndies,2019
SD Hope,9,8,0,274,96,34.25,389,70.43,0,3,0,21,3,WestIndies,2019
Ikram Alikhil,7,7,2,142,86,28.40,246,57.72,0,1,0,10,0,Afghanistan,2019
Imad Wasim,6,5,2,162,49*,54.00,137,118.24,0,0,0,20,1,Pakistan,2019
Imam-ul-Haq,8,8,0,305,100,38.12,400,76.25,1,1,0,31,1,Pakistan,2019
Imran Tahir,9,4,2,11,10*,5.50,16,68.75,0,0,2,0,0,SouthAfrica,2019
RA Jadeja,2,1,0,77,77,77.00,59,130.50,0,1,0,4,4,India,2019
KM Jadhav,6,5,3,80,52,40.00,99,80.80,0,1,0,6,1,India,2019
KD Karthik,3,2,0,14,8,7.00,34,41.17,0,0,0,2,0,India,2019
FDM Karunaratne,7,7,1,222,97,37.00,311,71.38,0,2,1,22,0,SriLanka,2019
UT Khawaja,9,9,0,316,89,35.11,358,88.26,0,2,0,30,1,Australia,2019
V Kohli,9,9,1,443,82,55.37,471,94.05,0,5,0,38,2,India,2019
Kuldeep Yadav,7,2,2,1,1*,-,2,50.00,0,0,0,0,0,India,2019
B Kumar,6,2,0,2,2,1.00,4,50.00,0,0,1,0,0,India,2019
RAS Lakmal,3,3,2,27,15*,27.00,33,81.81,0,0,0,3,0,SriLanka,2019
TWM Latham,10,9,1,155,57,19.37,216,71.75,0,1,1,8,1,NewZealand,2019
E Lewis,5,5,0,131,70,26.20,161,81.36,0,2,1,12,4,WestIndies,2019
Liton Das,5,5,1,184,94*,46.00,167,110.17,0,1,0,16,5,Bangladesh,2019
NM Lyon,4,3,2,8,5*,8.00,10,80.00,0,0,0,0,0,Australia,2019
Mahmudullah,7,6,1,219,69,43.80,244,89.75,0,1,0,14,5,Bangladesh,2019
SL Malinga,7,5,0,11,4,2.20,28,39.28,0,0,0,2,0,SriLanka,2019
AK Markram,8,6,0,140,45,23.33,186,75.26,0,0,0,17,1,SouthAfrica,2019
SE Marsh,2,2,0,26,23,13.00,35,74.28,0,0,0,2,0,Australia,2019
Mashrafe Mortaza,8,5,1,34,15,8.50,35,97.14,0,0,0,1,3,Bangladesh,2019
AD Mathews,7,7,1,244,113,40.66,314,77.70,1,1,2,20,4,SriLanka,2019
GJ Maxwell,10,10,2,177,46*,22.12,118,150.00,0,0,1,19,7,Australia,2019
Mehidy Hasan Miraz,7,5,2,37,12,12.33,33,112.12,0,0,0,4,0,Bangladesh,2019
BKG Mendis,7,7,0,143,46,20.42,213,67.13,0,0,1,8,2,SriLanka,2019
BMAJ Mendis,3,3,0,19,18,6.33,51,37.25,0,0,1,1,1,SriLanka,2019
DA Miller,6,4,0,136,38,34.00,157,86.62,0,0,0,8,1,SouthAfrica,2019
Mohammad Amir,8,3,1,11,8,5.50,14,78.57,0,0,1,1,0,Pakistan,2019
Mohammad Hafeez,8,8,0,253,84,31.62,285,88.77,0,1,0,22,5,Pakistan,2019
Mohammad Mithun,3,3,0,47,26,15.66,56,83.92,0,0,1,5,1,Bangladesh,2019
Mohammad Nabi,9,9,0,107,52,11.88,167,64.07,0,1,1,5,2,Afghanistan,2019
Mohammad Saifuddin,7,5,2,87,51*,29.00,72,120.83,0,1,1,12,1,Bangladesh,2019
Mohammad Shahzad,2,2,0,7,7,3.50,15,46.66,0,0,1,1,0,Afghanistan,2019
Mohammed Shami,4,3,0,2,1,0.66,6,33.33,0,0,1,0,0,India,2019
EJG Morgan,11,10,1,371,148,41.22,334,111.07,1,1,0,26,22,England,2019
CH Morris,8,4,1,74,42,24.66,61,121.31,0,0,0,4,3,SouthAfrica,2019
Mosaddek Hossain,7,6,0,117,35,19.50,110,106.36,0,0,0,13,0,Bangladesh,2019
Mujeeb Ur Rahman,7,6,3,28,13,9.33,29,96.55,0,0,2,3,1,Afghanistan,2019
C Munro,6,6,1,125,58*,25.00,128,97.65,0,1,1,17,2,NewZealand,2019
Mushfiqur Rahim,8,8,1,367,102*,52.42,396,92.67,1,2,0,30,2,Bangladesh,2019
Mustafizur Rahman,8,4,1,1,1,0.33,7,14.28,0,0,2,0,0,Bangladesh,2019
Najibullah Zadran,8,8,0,230,51,28.75,259,88.80,0,1,0,25,4,Afghanistan,2019
JDS Neesham,10,8,1,232,97*,33.14,294,78.91,0,1,0,16,5,NewZealand,2019
L Ngidi,4,2,1,7,6*,7.00,11,63.63,0,0,0,0,1,SouthAfrica,2019
HM Nicholls,4,4,0,91,55,22.75,149,61.07,0,1,1,8,0,NewZealand,2019
Noor Ali Zadran,3,3,0,63,32,21.00,103,61.16,0,0,1,9,0,Afghanistan,2019
AR Nurse,4,2,1,20,19*,20.00,26,76.92,0,0,0,4,0,WestIndies,2019
HH Pandya,9,9,2,226,48,32.28,201,112.43,0,0,1,21,4,India,2019
